Date,Industry_Vertical,Sub_Vertical,City,Invester_name,Investment_Type,Funding_Amount_in_cr,Startup_name,Year
2016-06-06,Consumer Internet,Digital Media and Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding Round,3.58,,2016
2016-06-07,Technology,Post merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding Round,0.8,,2016
2016-06-07,Technology,Mobile CRM Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,184.0,,2016
2016-06-07,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,8.0,,2016
2016-06-08,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding Round,8.0,,2016
2016-06-08,E-commerce,Location based Classified Mobile app,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding Round,4.0,,2016
2016-06-08,Technology,Tech-enabled Fashion Talent platform,Mumbai,Indian Angel Network,Seed Funding Round,1.6,,2016
2016-06-08,E-commerce,Connecting Small Town Consumers to E-Commerce,Bangalore,Axiata Digital,Private Equity,128.0,,2016
2016-06-08,Consumer Internet,Online medical support platform,Gurgaon,BlackJag Partners,Seed Funding Round,1.6,,2016
2016-06-09,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding Round,16.0,,2016
2016-06-10,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,4.0,,2016
2016-06-13,E-commerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,8.0,,2016
2016-06-13,Consumer Internet,e-Book Publisher,Banglore,Viridian Capital,Seed Funding Round,0.24,,2016
2016-06-14,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,48.0,,2016
2016-06-14,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding Round,8.0,,2016
2016-06-14,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,35.2,,2016
2016-06-15,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding Round,3.6,,2016
2016-06-16,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,4.8,,2016
2016-06-17,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,96.0,,2016
2016-06-17,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,7.2,,2016
2016-06-17,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,41.6,,2016
2016-06-21,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding Round,1.2,,2016
2016-06-21,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding Round,3.2,,2016
2016-06-21,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding Round,1.8,,2016
2016-06-21,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding Round,1.2,,2016
2016-06-21,E-commerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,48.0,,2016
2016-06-22,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding Round,1.2,,2016
2016-06-23,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,28.0,,2016
2016-06-23,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding Round,1.68,,2016
2016-06-24,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding Round,0.4,,2016
2016-06-24,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding Round,4.0,,2016
2016-06-24,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,48.0,,2016
2016-06-24,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding Round,1.18,,2016
2016-06-27,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding Round,9.6,,2016
2016-06-27,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding Round,0.8,,2016
2016-06-28,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding Round,2.4,,2016
2016-06-28,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding Round,2.36,,2016
2016-06-29,E-commerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.8,,2016
2016-06-29,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding Round,0.4,,2016
2016-06-29,E-commerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,12.0,,2016
2016-06-30,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,200.0,,2016
2016-06-30,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding Round,1.76,,2016
2016-06-30,Food & Beverages,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,2.94,,2016
2016-05-01,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding Round,1.16,,2016
2016-05-03,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding Round,2.0,,2016
2016-05-03,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding Round,1.44,,2016
2016-05-04,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding Round,1.6,,2016
2016-05-04,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,96.0,,2016
2016-05-04,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding Round,1.6,,2016
2016-05-04,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding Round,1.6,,2016
2016-05-04,E-commerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding Round,1.2,,2016
2016-05-04,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding Round,4.0,,2016
2016-05-05,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding Round,3.0,,2016
2016-05-06,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,8.0,,2016
2016-05-07,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding Round,0.6,,2016
2016-05-09,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,22.0,,2016
2016-05-09,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding Round,3.6,,2016
2016-05-09,E-commerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding Round,2.0,,2016
2016-05-10,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,144.0,,2016
2016-05-10,E-commerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding Round,12.0,,2016
2016-05-11,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,7.2,,2016
2016-05-11,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,800.0,,2016
2016-05-12,Health Care,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,1.2,,2016
2016-05-13,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,108.0,,2016
2016-05-18,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding Round,2.0,,2016
2016-05-18,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding Round,0.8,,2016
2016-05-18,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,80.0,,2016
2016-05-18,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,8.0,,2016
2016-05-19,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding Round,8.0,,2016
2016-05-19,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding Round,4.0,,2016
2016-05-19,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding Round,4.0,,2016
2016-05-20,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding Round,2.4,,2016
2016-05-23,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding Round,0.71,,2016
2016-05-24,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding Round,8.0,,2016
2016-05-25,Health Care,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,12.0,,2016
2016-05-25,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding Round,0.8,,2016
2016-05-26,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding Round,3.8,,2016
2016-05-30,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding Round,1.6,,2016
2016-05-31,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding Round,1.4,,2016
2016-04-01,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,21.6,,2016
2016-04-04,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,200.0,,2016
2016-04-06,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,8.0,,2016
2016-04-06,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding Round,4.0,,2016
2016-04-08,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding Round,0.32,,2016
2016-04-11,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding Round,1.6,,2016
2016-04-11,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,800.0,,2016
2016-04-11,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding Round,2.4,,2016
2016-04-12,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding Round,8.0,,2016
2016-04-13,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding Round,8.0,,2016
2016-04-13,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding Round,1.2,,2016
2016-04-13,E-commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding Round,2.0,,2016
2016-04-14,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding Round,0.8,,2016
2016-04-15,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,120.0,,2016
2016-04-15,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,240.0,,2016
2016-04-18,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,80.0,,2016
2016-04-19,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding Round,3.6,,2016
2016-04-22,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding Round,3.6,,2016
2016-04-25,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding Round,1.6,,2016
2016-04-25,Food & Beverages,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding Round,4.4,,2016
2016-04-26,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,120.0,,2016
2016-04-27,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding Round,3.6,,2016
2016-04-29,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding Round,4.0,,2016
2016-03-02,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,4.8,,2016
2016-03-02,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,11.2,,2016
2016-03-03,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,8.0,,2016
2016-03-03,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding Round,4.0,,2016
2016-03-04,E-commerce,Office Products Super Store,Chennai,YourNest Angel Fund,Private Equity,8.0,,2016
2016-03-04,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding Round,0.8,,2016
2016-03-04,Health Care,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,32.0,,2016
2016-03-07,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding Round,4.0,,2016
2016-03-07,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding Round,4.0,,2016
2016-03-07,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding Round,2.0,,2016
2016-03-07,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding Round,0.8,,2016
2016-03-08,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Funding Round,6.0,,2016
2016-03-08,E-commerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,64.0,,2016
2016-03-09,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding Round,4.0,,2016
2016-03-09,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding Round,8.0,,2016
2016-03-10,Food & Beverages,premium dining lounges Chain,New Delhi,Undisclosed investors,Private Equity,88.8,,2016
2016-03-10,E-commerce,Construction material eTailer,New Delhi,Mohit Goel,Seed Funding Round,8.0,,2016
2016-03-14,E-commerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding Round,1.79,,2016
2016-03-14,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,119.2,,2016
2016-03-15,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,8.0,,2016
2016-03-15,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding Round,1.2,,2016
2016-03-15,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding Round,2.0,,2016
2016-03-16,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding Round,2.0,,2016
2016-03-17,Health Care,Specialized Patient Care platform,Noida,Undisclosed investors,Seed Funding Round,1.6,,2016
2016-03-17,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding Round,1.84,,2016
2016-03-17,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding Round,6.4,,2016
2016-03-17,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding Round,0.86,,2016
2016-03-18,Food & Beverages,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,12.0,,2016
2016-03-19,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed Funding Round,0.24,,2016
2016-03-21,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,16.0,,2016
2016-03-22,Consumer Internet,On-demand 2-wheeler Servicing platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding Round,4.8,,2016
2016-03-22,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding Round,2.88,,2016
2016-03-23,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding Round,0.8,,2016
2016-03-23,Technology,Robotic Classes for Students,Chennai,Indian Angel Network,Seed Funding Round,2.4,,2016
2016-03-24,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding Round,1.2,,2016
2016-03-28,E-commerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed Funding Round,2.4,,2016
2016-03-29,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding Round,2.4,,2016
2016-03-29,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private Equity,37.6,,2016
2016-03-29,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed Funding Round,1.6,,2016
2016-03-29,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed Funding Round,4.0,,2016
2016-02-02,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private Equity,32.0,,2016
2016-02-02,Consumer Internet,Mobile Email productivity tool,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding Round,0.18,,2016
